id,code,name,rating
613,7973,Sidhique Thamarassery,25.8
614,7974,PM Sindhuraj,83.6
615,7976,Soman Kairikkadu,47.7
616,7977,Soorya Krishna Moorthy,72
617,7981,Sreejith IPS,71
618,7996,Sudheesh -John,71.51
619,8001,Sunil Gangopadhyaay,77.84
620,8002,Sunil Parameswaran,82.59
621,8003,Sunny Joseph Mala,67.47
622,8006,Suresh Kochammini,28.38
623,8007,Suresh Pathisseri,49.63
624,8008,Suresh Pothuval,74.48
625,8012,Susmesh Chandroth,59.1
626,8014,Swamiji,49.6
627,8021,T P Rajeevan,61.6
628,8024,TM Siddique,9
629,8030,Thakazhi Sivasankarapillai,73.15
630,8048,Titus Manju,84.6
631,8049,Tommy John,37.6
632,8063,VC Ashok,64.66
633,8067,VP Bhanumathy,50.76
634,8072,Vadakkan Pattu,28.8
635,8074,Vaikkom Muhammad Basheer,65.6
636,8087,Vinod K Payyannur,30
637,8092,Vyasan Edavanakkadu,67.65
638,8094,Zacharia,43.2
639,8406,K Padma Kumar,24
640,8439,Ambadi Haneefa,35.89
641,8491,Santhosh Pandit,26.83
642,8600,YV Rajesh,65.54
643,8617,Chemban Vinod Jose,79.12
644,8669,Biju K Arookkutty,32.68
645,8674,Sam Thomas,57.6
646,8716,Manu Krishna,43.5
647,8720,PN Vijayakumar,46.8
648,8721,PR Ajith Kumar,33.2
649,8722,Sathyan Kolangad,18.26
650,8784,Anil Mukhathala,53.11
651,8791,Bipin Chandran,70.64
652,8794,CR Chandran,21.27
653,8796,EV Sreedharan,59.85
654,8815,P Manoj,37.5
655,8823,Satheesh Muthukulam,59.73
656,8824,Rajan Kizhakkanela,20.25
657,8830,B Ajith Kumar,61.92
658,8848,Don Max,65.61
659,8850,Henrik Ibsen,59.63
660,8890,Krishna Moorthi,76.56
661,8993,Vinod Sukumaran,49.2
662,8999,Kumarakam Baburaj,49.6
663,9022,Rakesh Mantodi,77.47
664,9029,Santhosh,34.2
665,9045,Arun Ghosh,60.8
666,9050,TKR Nair,24.96
667,9058,Abrid Shine,71.01
668,9063,Hari Amaravila,30
669,9069,Neeraj Madhav,77.4
670,9073,Irshad,23.4
671,9077,Akhil Paul,77.3
672,9078,Krishnajith S Vijayan,38.4
673,9080,Radhakrishna KR,39
674,9097,Aneesh Anwar,67.86
675,9098,Anil Karakulam,60.2
676,9101,BV Nandini Reddy,30
677,9104,Dr Bijulal,53.95
678,9105,EVM Ali,17.2
679,9109,Jayan Sivapuram,23.4
680,9110,Jnaanasheelan,58.1
681,9114,Manoj Vinod,35.69
682,9118,Sajeevan Anthikkaad,73.04
683,9121,Siddique Chendamangaloor,43
684,9123,Sugeeth,77.19
685,9124,Sury,39
686,9126,TS Jaspal,39.75
687,9131,Premlal,45.93
688,9261,Pradeep Kumar Kavumthara,70.4
689,9272,Manoj Palodan,59.94
690,9328,Vini Viswalal,74.24
691,9345,Bejoy KV,36.9
692,9373,Shajiyem,42.9
693,9413,Reji Prabhakar,17.82
