id,code,name,rating
616,10030,Kuzhalmandam Ramakrishnan,74.7
617,10031,Anubala,74.7
618,10060,Ram Charan Teja,59.04
619,10061,Kajal Agarwal,62.26
620,10070,Babu Jose ,48
621,10074,Disney James,64.78
622,10075,Master Alexander,63
623,10076,Tina Rose,63
624,10087,Ileana,75.53
625,10102,Kamal Gaur,56.16
626,10105,Reshma,50.4
627,10134,N Jayakrishnan ,72.24
628,10137,Aswathy Menon,59.91
629,10139,Aswathy Ashok,34.48
630,10142,Maria Roy,96
631,10146,Dhyan Sreenivasan,70.17
632,10147,Anumol,50.98
633,10148,Sudheer Sukumaran,71.76
634,10157,Nyla Usha,58.44
635,10169,Chandini,74.88
636,10170,Namitha Pramod,64.04
637,10178,Gajala,71.25
638,10179,Shanthanu,51.2
639,10188,Ranjith,8.6
640,10198,Malavika Menon,47.91
641,10204,Sekhar Menon,70.17
642,10205,Sreenath Bhasi,72.21
643,10215,Biyon,24.58
644,10223,Roopesh Peethambaran,68.8
645,10255,Bhavna Pani,93.12
646,10267,Priyal Gor ,76.26
647,10282,Miya George,60.9
648,10289,Joju George,59.42
649,10293,Aishwarya Devan,66.81
650,10297,Surabhi Javery Vyas,48.72
651,10299,Mrudula Murali,62.37
652,10303,Sajitha Madathil,64.61
653,10310,Vijay Babu,50.19
654,10311,Shine Tom Chacko,47.75
655,10351,Rachana Narayanankutty,37.91
656,10378,Nasser Latheef,52.2
657,10425,Soubin Shahir,77.47
658,10426,Srinda Ashab,62.67
659,10462,Aparna Das,79.98
660,10464,Ahmed Sidique,60.73
661,10465,Dileesh Pothen,72.7
662,10481,Tinu Dennis,37
663,10490,Malavika (Phantom),80.1
664,10494,Malavika Wales,65.25
665,10502,Shruthi (Kannada),41.28
666,10529,Karishma,85.52
667,10531,Master Gourisankar,65.6
668,10559,Nima Rose,60.06
669,10566,Akansha Puri,43.2
670,10573,Niranjan,63.48
671,10574,Raveena Ravi,67.86
672,10575,Samskruthy Shenoy,59.7
673,10666,Subin Sunny,48.36
674,10667,Janani Iyer,64.17
675,10697,Muhammed Musthafa,54.4
676,10699,Anandhu Mukundan,48.16
