id,code,name,rating
724,13104,Manoj Varghese Parecattil,61.77
725,13107,Vineesh Millenium,62.64
726,13111,Sajeev Vyasa ,17.4
727,13254,Jubith Namradath,57.42
728,13329,Sunil Puveily,59.16
729,13356,Maneesh Joseph,48
730,13363,Nagendra Babu,80.04
731,13371,Raji Nandakumar ,77.43
732,13379,Gopakumar Kunjivettil,70.52
733,13393,Subash Cipy,53.94
734,13397,Padmanabhan Chomkulangara,74.82
735,13409,Prasobh Vijayan,69.6
736,13443,Joby George,77.41
737,13449,Sundararajan Marappan,43.5
738,13457,M Ravinder Reddy,59.16
739,13461,Aneesh Chacko,59.86
740,13477,RK Dreamwest,19.14
741,13481,KK Vikraman,53.94
742,13486,Noble Jose,77.43
743,13488,Jalecious G,26.1
744,13498,Anandi Ramachandran,52.48
745,13516, Roopa Iyer,45.24
746,13550,Sivakami AnanthaNarayan,26.1
747,13554,P N Balaram,65.25
748,13576,Vinod Kumar Kuttamath,62.64
749,13610,Aadi,43
750,13621,Syam Lenin,60.03
751,13636,Steby Cheriyakkal,48.72
752,13643,Emmanuvel N K,26.1
753,13675,Raju Joseph,48
754,13681,Colonel Mohandas,63.51
755,13701,Supriya Menon,76.54
756,13807,Selvaraj Kulakandathil,63.51
757,13838,Duglus Alfred,77.43
758,13849,Shahi Kabir,70.47
759,13852,Albi,83.52
760,13908,Aavai S Prasad,48.72
761,14028,Manav,55.68
762,14034,Master Aadish (Adish Praveen),83.52
763,14038,Tomy Kiriyanthan,72.21
764,14040,Sethu Mannarkkadu,68.46
765,14043,Vichu Bala,59.34
766,14139,Karthick Naren,71.38
767,14146,Sandeep Senan,66.55
768,14170,Anas Sainudheen,63.64
769,14207,Mohanan Nellikkat,30.45
770,14212,Jayant Mammen,69.6
771,14219,Radheesh Nair,51.6
772,14236,AMR Ramesh,70.98
773,14322,Sagar Sathyan,42.63
774,14343,Dinu Thomas Eelan,81.78
775,14365,Shajeer Jaleel,64.38
776,14378,Sudarsan Kanjirakulam,17.2
